CustomerID(String),ContactName(String),CompanyName(String),Address(String),Phone(String),Fax(String),OrderID(Integer),ProductID(Integer),ProductName(String),CategoryID(Integer),Quantity(Integer),UnitPrice(Float),OrderDate(DateTime)
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10368,64,Wimmers gute Semmelknodel,5,35,"26.6",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10776,51,Manjimup Dried Apples,7,120,53,01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10979,24,Guarana Fantastica,1,80,"4.5",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10698,29,Thuringer Rostbratwurst,6,12,"123.79",11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10836,57,Ravioli Angelo,5,24,"19.5",02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10633,13,Konbu,8,13,6,09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10595,61,Sirop d'erable,2,120,"28.5",08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10390,46,Spegesild,8,45,"9.6",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10633,62,Tarte au sucre,3,80,"49.3",09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10571,14,Tofu,7,11,"23.25",07/18/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10968,24,Guarana Fantastica,1,30,"4.5",04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10430,59,Raclette Courdavault,4,70,44,03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10514,28,Rossle Sauerkraut,7,35,"45.6",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10430,17,Alice Mutton,6,45,"31.2",03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11072,50,Valkoinen suklaa,3,22,"16.25",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10368,57,Ravioli Angelo,5,25,"15.6",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10368,28,Rossle Sauerkraut,7,13,"36.4",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10990,61,Sirop d'erable,2,66,"28.5",05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10979,27,Schoggi Schokolade,3,30,"43.9",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10795,17,Alice Mutton,6,35,39,01/24/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10403,16,Pavlova,3,21,"13.9",02/03/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10403,48,Chocolade,3,70,"10.2",02/03/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10776,45,Rogede sild,8,27,"9.5",01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10854,13,Konbu,8,65,6,02/27/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10382,18,Carnarvon Tigers,8,9,50,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10773,17,Alice Mutton,6,33,39,01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10402,63,Vegie-spread,2,65,"35.1",02/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11008,28,Rossle Sauerkraut,7,70,"45.6",05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11017,59,Raclette Courdavault,4,110,55,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10895,60,Camembert Pierrot,4,100,34,03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10633,26,Gumbar Gummibarchen,3,35,"31.23",09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10836,60,Camembert Pierrot,4,60,34,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10795,16,Pavlova,3,65,"17.45",01/24/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10382,29,Thuringer Rostbratwurst,6,14,99,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10698,17,Alice Mutton,6,8,39,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10263,16,Pavlova,3,60,"13.9",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10382,5,Chef Anton's Gumbo Mix,2,32,17,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10595,69,Gudbrandsdalsost,4,65,36,08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10430,56,Gnocchi di nonna Alice,5,30,"30.4",03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10836,22,Gustaf's Knackebrod,5,52,21,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10442,11,Queso Cabrales,4,30,"16.8",03/14/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10571,42,Singaporean Hokkien Fried Mee,5,28,14,07/18/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10258,5,Chef Anton's Gumbo Mix,2,65,17,08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10351,41,Jack's New England Clam Chowder,8,13,"7.7",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10776,42,Singaporean Hokkien Fried Mee,5,12,14,01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11072,41,Jack's New England Clam Chowder,8,40,"9.65",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11017,3,Aniseed Syrup,2,25,10,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10764,3,Aniseed Syrup,2,20,10,01/03/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10698,11,Queso Cabrales,4,15,21,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10514,56,Gnocchi di nonna Alice,5,70,38,05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10263,74,Longlife Tofu,7,36,8,08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10595,35,Steeleye Stout,1,30,18,08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10430,21,Sir Rodney's Scones,3,50,8,03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10854,10,Ikura,8,100,31,02/27/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10990,55,Pate chinois,6,65,24,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10895,39,Chartreuse verte,1,45,18,03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10698,70,Outback Lager,1,8,15,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10390,31,Gorgonzola Telino,4,60,10,01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10382,74,Longlife Tofu,7,50,8,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10979,31,Gorgonzola Telino,4,24,"12.5",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10351,65,Louisiana Fiery Hot Pepper Sauce,2,10,"16.8",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10258,2,Chang,1,50,"15.2",08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10368,21,Sir Rodney's Scones,3,5,8,12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10667,69,Gudbrandsdalsost,4,45,36,10/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10351,38,Cote de Blaye,1,20,"210.8",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10776,31,Gorgonzola Telino,4,16,"12.5",01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11017,70,Outback Lager,1,30,15,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10764,39,Chartreuse verte,1,130,18,01/03/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10263,24,Guarana Fantastica,1,28,"3.6",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10773,31,Gorgonzola Telino,4,70,"12.5",01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10895,24,Guarana Fantastica,1,110,"4.5",03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10514,65,Louisiana Fiery Hot Pepper Sauce,2,39,"21.05",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10382,33,Geitost,4,60,2,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10968,12,Queso Manchego La Pastora,4,30,38,04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10979,12,Queso Manchego La Pastora,4,20,38,04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10390,35,Steeleye Stout,1,40,"14.4",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10402,23,Tunnbrod,5,60,"7.2",02/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11072,64,Wimmers gute Semmelknodel,5,130,"33.25",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11008,34,Sasquatch Ale,1,90,14,05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10968,64,Wimmers gute Semmelknodel,5,4,"33.25",04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11072,2,Chang,1,8,19,06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10773,75,Rhonbrau Klosterbier,1,7,"7.75",01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10836,64,Wimmers gute Semmelknodel,5,30,"33.25",02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,11008,71,Flotemysost,4,21,"21.5",05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10258,32,Mascarpone Fabioli,4,6,"25.6",08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10514,20,Sir Rodney's Marmalade,3,39,81,05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10990,21,Sir Rodney's Scones,3,65,10,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10979,7,Uncle Bob's Organic Dried Pears,7,18,30,04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10895,40,Boston Crab Meat,8,91,"18.4",03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10514,75,Rhonbrau Klosterbier,1,50,"7.75",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10442,66,Louisiana Hot Spiced Okra,2,60,"13.6",03/14/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10351,44,Gula Malacca,2,77,"15.5",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10263,30,Nord-Ost Matjeshering,8,60,"20.7",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10633,12,Queso Manchego La Pastora,4,36,38,09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10667,71,Flotemysost,4,14,"21.5",10/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10836,35,Steeleye Stout,1,6,18,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10990,34,Sasquatch Ale,1,60,14,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10698,65,Louisiana Fiery Hot Pepper Sauce,2,65,"21.05",11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10771,71,Flotemysost,4,16,"21.5",01/10/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10390,72,Mozzarella di Giovanni,4,24,"27.8",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,Kirchgasse 6,7675-3425,7675-3426,10442,54,Tourtiere,6,80,"5.9",03/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10347,25,NuNuCa Nuss-Nougat-Creme,3,10,"11.2",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10650,53,Perth Pasties,6,25,"32.8",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10512,47,Zaanse koeken,3,6,"9.5",05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10347,40,Boston Crab Meat,8,4,"14.7",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10725,41,Jack's New England Clam Chowder,8,12,"9.65",12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10414,33,Geitost,4,50,2,02/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10414,19,Teatime Chocolate Biscuits,3,18,"7.3",02/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10725,52,Filo Mix,5,4,7,12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10347,39,Chartreuse verte,1,50,"14.4",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10581,75,Rhonbrau Klosterbier,1,50,"7.75",07/27/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10347,75,Rhonbrau Klosterbier,1,6,"6.2",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10650,30,Nord-Ost Matjeshering,8,30,"25.89",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10650,54,Tourtiere,6,30,"7.45",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10512,24,Guarana Fantastica,1,10,"4.5",05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10512,60,Camembert Pierrot,4,12,34,05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10725,55,Pate chinois,6,6,24,12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10386,24,Guarana Fantastica,1,15,"3.6",01/18/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10386,34,Sasquatch Ale,1,10,"11.2",01/18/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,"Rua Oros, 92",(11) 555-9857,,10512,46,Spegesild,8,9,12,05/22/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10634,51,Manjimup Dried Apples,7,15,53,09/15/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10789,63,Vegie-spread,2,30,"43.9",01/22/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10789,18,Carnarvon Tigers,8,30,"62.5",01/22/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10763,24,Guarana Fantastica,1,20,"4.5",01/03/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10789,35,Steeleye Stout,1,15,18,01/22/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10789,68,Scottish Longbreads,3,18,"12.5",01/22/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10408,54,Tourtiere,6,6,"5.9",02/08/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10408,37,Gravad lax,8,10,"20.8",02/08/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10634,75,Rhonbrau Klosterbier,1,2,"7.75",09/15/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10763,21,Sir Rodney's Scones,3,40,10,01/03/1996 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10408,62,Tarte au sucre,3,35,"39.4",02/08/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10480,47,Zaanse koeken,3,30,"7.6",04/20/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10634,18,Carnarvon Tigers,8,50,"62.5",09/15/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10634,7,Uncle Bob's Organic Dried Pears,7,35,30,09/15/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10480,59,Raclette Courdavault,4,12,44,04/20/1995 0:00:00
FOLIG,Martine Rance,Folies gourmandes,"184, chaussee de Tournai",20.16.10.16,20.16.10.17,10763,22,Gustaf's Knackebrod,5,6,21,01/03/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10460,75,Rhonbrau Klosterbier,1,4,"6.2",03/31/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10533,4,Chef Anton's Cajun Seasoning,2,50,22,06/12/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10327,58,Escargots de Bourgogne,8,30,"10.6",11/11/1994 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10880,23,Tunnbrod,5,30,9,03/12/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10980,75,Rhonbrau Klosterbier,1,40,"7.75",04/26/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10703,73,Rod Kaviar,8,35,15,11/14/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10434,76,Lakkalikoori,1,18,"14.4",03/06/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10977,47,Zaanse koeken,3,30,"9.5",04/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10762,39,Chartreuse verte,1,16,18,01/02/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10977,39,Chartreuse verte,1,30,18,04/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10533,73,Rod Kaviar,8,24,15,06/12/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10703,2,Chang,1,5,19,11/14/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10533,72,Mozzarella di Giovanni,4,24,"34.8",06/12/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10460,68,Scottish Longbreads,3,21,10,03/31/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,11050,76,Lakkalikoori,1,50,18,05/27/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10902,55,Pate chinois,6,30,24,03/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10824,41,Jack's New England Clam Chowder,8,12,"9.65",02/09/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,11001,46,Spegesild,8,25,12,05/06/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10264,2,Chang,1,35,"15.2",08/24/1994 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10993,41,Jack's New England Clam Chowder,8,35,"9.65",05/01/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10824,70,Outback Lager,1,9,15,02/09/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10902,62,Tarte au sucre,3,6,"49.3",03/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10561,51,Manjimup Dried Apples,7,50,53,07/07/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10774,66,Louisiana Hot Spiced Okra,2,50,17,01/11/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10327,30,Nord-Ost Matjeshering,8,35,"20.7",11/11/1994 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10993,29,Thuringer Rostbratwurst,6,50,"123.79",05/01/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10762,51,Manjimup Dried Apples,7,28,53,01/02/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10977,63,Vegie-spread,2,20,"43.9",04/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10762,56,Gnocchi di nonna Alice,5,60,38,01/02/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10327,11,Queso Cabrales,4,50,"16.8",11/11/1994 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,11001,7,Uncle Bob's Organic Dried Pears,7,60,30,05/06/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10774,31,Gorgonzola Telino,4,2,"12.5",01/11/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10880,70,Outback Lager,1,50,15,03/12/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10378,71,Flotemysost,4,6,"17.2",01/10/1995 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10977,51,Manjimup Dried Apples,7,10,53,04/25/1996 0:00:00
FOLKO,Maria Larsson,Folk och fa HB,Ekergatan 24,0695-34 67 21,,10762,47,Zaanse koeken,3,30,"9.5",01/02/1996 0:00:00
